"artist","museum","gender","ethnicity","GEO3major","year"
"Waldo Mootzka","Museum of Fine Arts Houston","man","other","North America",NA
"Manuel Morales","Museum of Fine Arts Houston","man","hispanic","Latin America and the Caribbean","1960"
"Giorgio Morandi","Museum of Fine Arts Houston","man","white","Europe","1890"
"Hanae Mori","Museum of Fine Arts Houston","woman","asian","Asia and the Pacific","1930"
"Carl Morris","Museum of Fine Arts Houston","man","white","North America","1910"
"Roger Morris","Museum of Fine Arts Houston","man","white","Europe","1950"
"Eleanor H. Moty","Museum of Fine Arts Houston","woman","white","North America","1940"
"Clock made by Phillipe Mourey","Museum of Fine Arts Houston","man",NA,"Europe","1840"
"Olivier Mourgue","Museum of Fine Arts Houston","man","white","Europe","1940"
"A""scar MuA?oz","Museum of Fine Arts Houston","man",NA,"Latin America and the Caribbean",NA
"Alphonse Mucha","Museum of Fine Arts Houston","man","white","Europe","1860"
"Carl Mydans","Museum of Fine Arts Houston","man","white","North America","1910"
"James Nachtwey","Museum of Fine Arts Houston","man","white","North America","1950"
"Fannie Polacca Nampeyo","Museum of Fine Arts Houston","woman","other","North America","1900"
"Hans Namuth","Museum of Fine Arts Houston","man","white","Europe","1920"
"I. Narovlyanky","Museum of Fine Arts Houston",NA,"white","Europe",NA
"Jean-Marc Nattier","Museum of Fine Arts Houston","man","white","Europe","1680"
"Carl Nebel","Museum of Fine Arts Houston","man","white","Europe","1800"
"Attributed to Albert Newsam","Museum of Fine Arts Houston","man","white","North America","1810"
"William Nicholson","Museum of Fine Arts Houston","man","white","Europe","1870"
"Engraved by John Norman","Museum of Fine Arts Houston","man","white","Europe","1750"
"Richard T. Notkin","Museum of Fine Arts Houston",NA,"white","North America","1950"
"David Novros","Museum of Fine Arts Houston","man","white","North America","1940"
"Allegretto Nuzi","Museum of Fine Arts Houston","man","white","Europe","1320"
"Matthew O'Brien","Museum of Fine Arts Houston","man","white",NA,NA
"Nancy O'Connor","Museum of Fine Arts Houston","woman","white","North America","1960"
"Manufactured by Christophe Philippe Oberkampf","Museum of Fine Arts Houston","man",NA,NA,NA
"Saar Oosterhof","Museum of Fine Arts Houston","man","white","Europe","1970"
"Sandro Oramas","Museum of Fine Arts Houston","man","hispanic",NA,"1960"
"Alejandro Otero","Museum of Fine Arts Houston","man","hispanic",NA,"1920"
"Kathleen Packlick","Museum of Fine Arts Houston","woman","white","North America","1950"
"Emilio Chapela PACrez","Museum of Fine Arts Houston","man","hispanic","Latin America and the Caribbean","1980"
"Seth Papac","Museum of Fine Arts Houston","man","white","North America","1980"
"House of Paquin","Museum of Fine Arts Houston",NA,NA,NA,NA
"A?douard Ancourt , Paris","Museum of Fine Arts Houston","man","white","Europe",NA
"Judi Parks","Museum of Fine Arts Houston","woman","white","North America","1940"
"after Richard Paton","Museum of Fine Arts Houston","man","white","Europe","1720"
"Designed by Jean Patou","Museum of Fine Arts Houston","man","white","Europe","1880"
"Suzanne Paul","Museum of Fine Arts Houston","woman","white","North America","1940"
"Francesco Pavan","Museum of Fine Arts Houston","man","white","Europe","1940"
"Anna Claypoole Peale","Museum of Fine Arts Houston","woman","white","North America","1790"
"Attributed to Samuel Pennock","Museum of Fine Arts Houston","man",NA,NA,NA
"Henry J. Pepper","Museum of Fine Arts Houston","man",NA,"North America","1790"
"Albano Da Silva Pereira","Museum of Fine Arts Houston","man","white","Europe","1950"
"Gilles Perrin","Museum of Fine Arts Houston","man","white","Europe","1950"
"Michael Peterson","Museum of Fine Arts Houston","man","white","North America","1950"
"Lutisha Pettway","Museum of Fine Arts Houston","woman","black","North America","1920"
"Hal Phyfe","Museum of Fine Arts Houston","man","white","Europe","1890"
"Joan HernA!ndez PijuA!n","Museum of Fine Arts Houston","man","white","Europe","1930"
"Syndi Pilar","Museum of Fine Arts Houston","woman","white",NA,NA
"Mario Pinton","Museum of Fine Arts Houston","man","white","Europe","1920"
"Lauren Piperno","Museum of Fine Arts Houston",NA,"white","North America","1950"
"Richard Pipes","Museum of Fine Arts Houston","man","white","North America","1940"
"Andrew Plimer","Museum of Fine Arts Houston","man","white","Europe","1760"
"Victor  Plumier","Museum of Fine Arts Houston","man","white",NA,"1820"
"Jim Poag","Museum of Fine Arts Houston","man","white","North America",NA
"P. H. Polk","Museum of Fine Arts Houston","man","black","North America","1900"
"John Pomara","Museum of Fine Arts Houston","man","white",NA,"1950"
"Chair designed by Clara Porset","Museum of Fine Arts Houston",NA,"hispanic","Latin America and the Caribbean",NA
"Raul Porto","Museum of Fine Arts Houston","man","hispanic","Latin America and the Caribbean","1940"
"Hiram Powers","Museum of Fine Arts Houston","man","white","North America","1800"
"Mattia Preti","Museum of Fine Arts Houston","man",NA,"Europe","1610"
"William Lake Price","Museum of Fine Arts Houston","man","white","Europe","1810"
"Jean-Baptiste Le Prince","Museum of Fine Arts Houston","man","white","Europe","1730"
"Jaroslav Puchmertl","Museum of Fine Arts Houston","man","white","Europe","1920"
"Mary Quant","Museum of Fine Arts Houston","woman","white","Europe","1930"
"Chris Rainier","Museum of Fine Arts Houston","man","white",NA,NA
"Modified for production by Robert H. Ramp","Museum of Fine Arts Houston","man",NA,"North America","1920"
"Lynn Randolph","Museum of Fine Arts Houston",NA,"white","North America","1940"
"VilACm Reichmann","Museum of Fine Arts Houston","man","white","Europe",NA
"Johann Christian Reinhart","Museum of Fine Arts Houston","man","white","Europe","1760"
"Richard Renaldi","Museum of Fine Arts Houston","man","white","North America","1970"
"Possibly Albert Renger-Patzsch","Museum of Fine Arts Houston","man","white","Europe","1900"
"Bohuslav Reynek","Museum of Fine Arts Houston","man","white","Europe","1890"
"Wynn Richards","Museum of Fine Arts Houston","man",NA,"North America","1890"
"Robert Richfield","Museum of Fine Arts Houston","man","white","North America","1950"
"Gerhard Richter","Museum of Fine Arts Houston","man","white","Europe","1930"
"Hans Richter","Museum of Fine Arts Houston","man","white","Europe","1890"
"Possibly Ernest Richter","Museum of Fine Arts Houston","man",NA,NA,NA
"Linda Ridgway","Museum of Fine Arts Houston",NA,"white","North America","1950"
"Jacob A. Riis","Museum of Fine Arts Houston","man","white",NA,"1850"
"Jean-Paul Riopelle","Museum of Fine Arts Houston","man","white","North America","1920"
"John Ritter","Museum of Fine Arts Houston","man","white",NA,NA
"Richard Ritter","Museum of Fine Arts Houston","man","white","North America","1940"
"Cadmon Robertson","Museum of Fine Arts Houston","man",NA,"North America","1860"
"Simon-Jacques Rochard","Museum of Fine Arts Houston","man",NA,"Europe","1790"
"Paper hand-painted by Winston Roeth","Museum of Fine Arts Houston","man","white","North America","1940"
"BetsabeAC Romero","Museum of Fine Arts Houston","woman","hispanic","Latin America and the Caribbean","1960"
"After Conrad Caspar Rordorf","Museum of Fine Arts Houston","man","white","Europe","1800"
"Andrea Rosenberg","Museum of Fine Arts Houston",NA,NA,NA,NA
"Mel Rosenthal","Museum of Fine Arts Houston",NA,NA,"North America","1940"
"Horatio Ross","Museum of Fine Arts Houston","man","white","Europe","1800"
"James Ross","Museum of Fine Arts Houston","man","white",NA,"1870"
"Sir William Charles Ross","Museum of Fine Arts Houston","man","white","Europe","1790"
"Mark Rothko","Museum of Fine Arts Houston","man","white",NA,"1900"
"Henri Rousseau","Museum of Fine Arts Houston","man","white","Europe","1840"
"Ariel Ruiz","Museum of Fine Arts Houston","man","hispanic","Latin America and the Caribbean","1960"
"Alexander Runciman","Museum of Fine Arts Houston","man","white",NA,"1740"
"Captain Andrew Joseph Russell","Museum of Fine Arts Houston","man","white","North America","1830"
"Katsuma Ryusui","Museum of Fine Arts Houston","man","asian","Asia and the Pacific","1710"
"Trine SA,ndergaard","Museum of Fine Arts Houston","woman","white","Europe","1970"
"Phillip Sajet","Museum of Fine Arts Houston","man","white","Europe","1950"
"Adrienne Salinger","Museum of Fine Arts Houston","woman","white","North America","1960"
"Auguste Salzmann","Museum of Fine Arts Houston","man","white","Europe","1820"
"Hope Sandrow","Museum of Fine Arts Houston","woman","white","North America","1950"
"Antonio Saura","Museum of Fine Arts Houston","man","white","Europe","1930"
"after Roeland Savery","Museum of Fine Arts Houston",NA,"white","Europe","1580"
"Bartholomew Schaats","Museum of Fine Arts Houston","man","white","North America",NA
"Egon Schiele","Museum of Fine Arts Houston","man","white",NA,"1890"
"Mark Schlesinger","Museum of Fine Arts Houston","man","white","North America","1950"
"Possibly designed by Jean Schlumberger","Museum of Fine Arts Houston","man","white","Europe","1910"
"Bastienne Schmidt","Museum of Fine Arts Houston","woman","white","Europe","1960"
"Possibly Joost Schmidt","Museum of Fine Arts Houston","man","white","Europe","1890"
"Erasmus SchrA?ter","Museum of Fine Arts Houston",NA,"white","Europe","1960"
"Gotthard Schuh","Museum of Fine Arts Houston","man","white","Europe","1900"
"Richard Schwager","Museum of Fine Arts Houston","man","white","Europe","1820"
"Joe Schwarting","Museum of Fine Arts Houston","man","white","North America","1920"
"Daniel Schwartz","Museum of Fine Arts Houston","man","white","Europe",NA
"Dona Schwartz","Museum of Fine Arts Houston",NA,"white","North America","1960"
"Russell L. Schweickart","Museum of Fine Arts Houston","man","white","North America","1940"
"William Scott","Museum of Fine Arts Houston","man","white","Europe","1910"
"Helen Sear","Museum of Fine Arts Houston",NA,"white","Europe","1960"
"W. R. Sedgfield","Museum of Fine Arts Houston","man","white","Europe","1830"
"Joseph Seehofer","Museum of Fine Arts Houston","man","white","Europe",NA
"Ilene Segalove","Museum of Fine Arts Houston","woman","white","North America","1950"
"Steven Sellars","Museum of Fine Arts Houston","man","white","North America","1950"
"Enzo Sellerio","Museum of Fine Arts Houston","man","white","Europe","1920"
"Moon Hwa Seun","Museum of Fine Arts Houston","woman","asian",NA,NA
"Jonathan Sharlin","Museum of Fine Arts Houston","man","white","North America",NA
"Miriam Sharlin","Museum of Fine Arts Houston",NA,"white",NA,"1950"
"John A. Shaw","Museum of Fine Arts Houston","man",NA,"North America",NA
"Joshua H. Shaw","Museum of Fine Arts Houston","man",NA,"Europe","1780"
"Mark Sheinkman","Museum of Fine Arts Houston","man",NA,"North America","1960"
"Yamamoto Shinji","Museum of Fine Arts Houston","man","asian","Asia and the Pacific","1960"
"Everett Shinn","Museum of Fine Arts Houston","man","white","North America","1880"
"Erin Shirreff","Museum of Fine Arts Houston","woman","white","North America","1980"
"Stephen Shore","Museum of Fine Arts Houston","man","white","North America","1950"
"Kenneth Shorr","Museum of Fine Arts Houston","man","white","North America","1950"
"Bordering plate engraved by Karel van Sichem","Museum of Fine Arts Houston","man","white","Europe",NA
"Henri EugA?ne Le Sidaner","Museum of Fine Arts Houston","man","white",NA,"1860"
"Larry Silver","Museum of Fine Arts Houston","man","white","North America","1930"
"Made by Georg Jensen Silversmithy","Museum of Fine Arts Houston",NA,"white",NA,"1870"
"John Clarence O'Leary Simms","Museum of Fine Arts Houston","man",NA,"Latin America and the Caribbean","1950"
"Adele Simpson","Museum of Fine Arts Houston","woman","white","North America","1900"
"Stephanie Sinclair","Museum of Fine Arts Houston","woman","white","North America","1970"
"Mark Sink","Museum of Fine Arts Houston","man","white","North America","1960"
"Clarissa Sligh","Museum of Fine Arts Houston","woman","black","North America","1940"
"Attributed to Enos Smedley","Museum of Fine Arts Houston","man",NA,"North America","1800"
"Beuford Smith","Museum of Fine Arts Houston","man","black","North America","1940"
"Designed by John Moyr Smith","Museum of Fine Arts Houston","man","white","Europe","1840"
"Eve Sonneman","Museum of Fine Arts Houston","woman","white","North America","1950"
"John Sparagana","Museum of Fine Arts Houston","man","white","North America","1960"
"Nancy Spero","Museum of Fine Arts Houston",NA,"white","North America","1930"
"Alexandra Spingarn","Museum of Fine Arts Houston","woman","white","North America","1940"
"Probably after a French source, John Flaxman, Sr.","Museum of Fine Arts Houston","man","white","Europe",NA
"L'ubo Stacho","Museum of Fine Arts Houston",NA,"white","Europe","1950"
"Jan Staller","Museum of Fine Arts Houston",NA,NA,"North America","1950"
"Ron Starr","Museum of Fine Arts Houston","man","white","North America",NA
"Catherine Steinmann","Museum of Fine Arts Houston","woman","white","North America",NA
"Eduard Stellmacher","Museum of Fine Arts Houston","man","white","Europe","1870"
"Roberto Stelzer","Museum of Fine Arts Houston","man","hispanic","Latin America and the Caribbean","1970"
"Alfred Stevens","Museum of Fine Arts Houston","man","white","Europe","1820"
"Craig Stevens","Museum of Fine Arts Houston","man","white","North America","1950"
"George W. Stewart","Museum of Fine Arts Houston","man","white","North America","1820"
"Iain Stewart","Museum of Fine Arts Houston","man",NA,NA,NA
"Sharon Stewart","Museum of Fine Arts Houston","woman","white","North America",NA
"Dennis Stock","Museum of Fine Arts Houston","man",NA,"North America","1930"
"Sarah Stolfa","Museum of Fine Arts Houston","woman","white","North America","1980"
"Stan Strembicki","Museum of Fine Arts Houston","man","white","North America","1950"
"Karen M. Strom","Museum of Fine Arts Houston","woman","white","North America","1940"
"Randy J. Stromsoe","Museum of Fine Arts Houston","man","white","North America","1950"
"Martin Stupich","Museum of Fine Arts Houston","man","white","North America","1950"
"Robert Sturm","Museum of Fine Arts Houston","man","white",NA,"1870"
"Carl Suddath","Museum of Fine Arts Houston","man","white","North America","1980"
"Larry Sultan","Museum of Fine Arts Houston","man","white","North America","1950"
"Alexandr Suprun","Museum of Fine Arts Houston","man","white","Europe","1940"
"Attributed to Isaac Suttles","Museum of Fine Arts Houston","man","white","North America","1840"
"Jan Svoboda","Museum of Fine Arts Houston",NA,"white","Europe","1930"
"Manufactured by Reuge, Sainte-Croix, Switzerland","Museum of Fine Arts Houston","man",NA,NA,NA
"Peter KneubA?hler, ZA?rich, Switzerland","Museum of Fine Arts Houston","man",NA,"Europe",NA
"FrantiA!ek Sysel","Museum of Fine Arts Houston","man","white","Europe","1950"
"Karin SzACkessy","Museum of Fine Arts Houston","woman","white","Europe","1940"
"Robert Bruce Tague","Museum of Fine Arts Houston","man","white","North America","1910"
"Toshiko Takaezu","Museum of Fine Arts Houston","woman",NA,NA,"1920"
"Chris Talbot","Museum of Fine Arts Houston","man",NA,"North America","1970"
"Dr. Dain L. Tasker","Museum of Fine Arts Houston","man","white","North America","1870"
"David Taylor","Museum of Fine Arts Houston","man","white","North America",NA
"Walter Dorwin Teague","Museum of Fine Arts Houston","man","white","North America","1880"
"Else Thalemann","Museum of Fine Arts Houston","woman","white","Europe","1900"
"Melissa Thorne","Museum of Fine Arts Houston","woman","white","North America","1970"
"Harlow Tighe","Museum of Fine Arts Houston",NA,"white","North America","1970"
"David Tisdale","Museum of Fine Arts Houston","man",NA,"North America",NA
"Frank X. TolbertA2","Museum of Fine Arts Houston","man","white","North America","1940"
"Seike Tomio","Museum of Fine Arts Houston","man","asian","Asia and the Pacific","1940"
"AndrACe Tracey","Museum of Fine Arts Houston",NA,NA,"North America",NA
"Susan Tracy","Museum of Fine Arts Houston","woman","white",NA,NA
"Pauline TrigA?re","Museum of Fine Arts Houston","woman","white",NA,"1910"
"Richard Tuttle","Museum of Fine Arts Houston","man","white","North America","1940"
"R. R. Twarog","Museum of Fine Arts Houston","man",NA,NA,NA
"Lucas van Uden","Museum of Fine Arts Houston","man","white",NA,"1600"
"Phyllis Uitti-Maslin","Museum of Fine Arts Houston",NA,NA,"North America",NA
"JesAos SA!nchez Uribe","Museum of Fine Arts Houston","man","hispanic","Latin America and the Caribbean","1950"
"Decorated by Alice Rosalie Urquhart","Museum of Fine Arts Houston",NA,NA,"North America",NA
"Bob Campbell, USMC","Museum of Fine Arts Houston","man","white","North America","1910"
"FAClix Emile-Jean Vallotton","Museum of Fine Arts Houston","man","white","Europe","1860"
"William Vanderbeek","Museum of Fine Arts Houston","man","white",NA,NA
"Caroline Vaughan","Museum of Fine Arts Houston","woman","white","North America","1950"
"FranA?ois-Benjamin Vayron","Museum of Fine Arts Houston","man","white","Europe","1800"
"Elihu Vedder","Museum of Fine Arts Houston","man","white","North America","1840"
"Kiyomuzu Rokubei VI","Museum of Fine Arts Houston","man","asian","Asia and the Pacific","1900"
"Bottle designed by Julien Viard","Museum of Fine Arts Houston","man","white","Europe",NA
"Sally Victor","Museum of Fine Arts Houston","woman","white","North America","1900"
"Marco Villegas","Museum of Fine Arts Houston","man","hispanic","Latin America and the Caribbean","1970"
"Bernhard Vogel","Museum of Fine Arts Houston","man","white","Europe",NA
"Douglas Volle","Museum of Fine Arts Houston","man","white",NA,NA
"Sebastien Vrancz","Museum of Fine Arts Houston","man","white","Europe","1570"
"Adam Clark Vroman","Museum of Fine Arts Houston","man","white","North America","1860"
"Nowak Waclaw","Museum of Fine Arts Houston",NA,"white",NA,"1920"
"Edward Alexander Wadsworth","Museum of Fine Arts Houston","man","white","Europe","1890"
"Paul Wainwright","Museum of Fine Arts Houston","man","white","North America","1950"
"Clay Walker","Museum of Fine Arts Houston","man","white","North America",NA
"George Walker","Museum of Fine Arts Houston","man","white","Europe","1930"
"Kenneth Walker","Museum of Fine Arts Houston",NA,NA,"North America",NA
"Gaylon Wampler","Museum of Fine Arts Houston","man","white","North America","1960"
"William Ward","Museum of Fine Arts Houston","man","white",NA,"1770"
"Deborah Warner","Museum of Fine Arts Houston","woman","white",NA,NA
"George Washington","Museum of Fine Arts Houston","man","white","North America","1730"
"Curtis Wehrfritz","Museum of Fine Arts Houston","man","white","North America","1960"
"Engraved by Emil Weidlich","Museum of Fine Arts Houston",NA,"white","Europe",NA
"Adolph Alexander Weinman","Museum of Fine Arts Houston","man","white","Europe","1870"
"Bruce West","Museum of Fine Arts Houston","man",NA,"North America",NA
"Jean Carruthers Wetta","Museum of Fine Arts Houston","woman","white","North America",NA
"Lee E. Wexler","Museum of Fine Arts Houston","man",NA,"North America",NA
"Frank Sherwood White","Museum of Fine Arts Houston","man","white","North America","1950"
"Hage Wiktorsson","Museum of Fine Arts Houston","man","white",NA,NA
"printed by Michael Wilder","Museum of Fine Arts Houston",NA,NA,NA,NA
"Johann Martin Will","Museum of Fine Arts Houston","man","white","Europe","1730"
"Albert J. Winn","Museum of Fine Arts Houston","man","white",NA,"1950"
"Garry Winogrand","Museum of Fine Arts Houston","man","white","North America","1930"
"Dan Winters","Museum of Fine Arts Houston","man","white","North America","1960"
"Marc F. Wise","Museum of Fine Arts Houston","man","white","North America","1960"
"Donald F. Witherstine","Museum of Fine Arts Houston","man","white","North America","1900"
"Philip Wofford","Museum of Fine Arts Houston","man","white","North America","1940"
"Byron Wolfe","Museum of Fine Arts Houston","man","white","North America","1970"
"Wols","Museum of Fine Arts Houston","man","white","Europe","1910"
"Joachim Wtewael","Museum of Fine Arts Houston","man","white","Europe","1570"
"Robert Yager","Museum of Fine Arts Houston","man","white","Europe","1960"
"Amon Yariv","Museum of Fine Arts Houston","man",NA,"Europe","1980"
"Ohashiya Yashichi","Museum of Fine Arts Houston",NA,NA,NA,NA
"Fang Yizhi","Museum of Fine Arts Houston","man","asian","Asia and the Pacific","1610"
"Akiyama Yo","Museum of Fine Arts Houston","man","asian","Asia and the Pacific","1950"
"Kazan Yokoyama","Museum of Fine Arts Houston","man","asian",NA,"1780"
"Nathaniel Currier , New York","Museum of Fine Arts Houston","man","white","North America","1810"
"Attributed to Joos de Momper the Younger","Museum of Fine Arts Houston","man","white","Europe","1560"
"GACrard Jean Baptiste Scotin, the Younger","Museum of Fine Arts Houston","man","white","Europe","1700"
"Jaroslaw Zajac","Museum of Fine Arts Houston","man",NA,NA,"1970"
"Marian Zazeela","Museum of Fine Arts Houston","woman","white","North America","1940"
"Elyn Zimmerman","Museum of Fine Arts Houston","woman","white","North America","1940"
"Othmar Zschaler","Museum of Fine Arts Houston","man","white","Europe","1930"
"Burt Payne 3","Museum of Modern Art","man",NA,NA,NA
"George Aarons","Museum of Modern Art","man","white",NA,"1900"
"Maren Ade","Museum of Modern Art","woman","white","Europe","1980"
"Russell Barnett Aitken","Museum of Modern Art","man","white","North America","1910"
"Yoko Akai","Museum of Modern Art","woman","asian","Asia and the Pacific","1970"
"Hiroshi Akana","Museum of Modern Art","man","asian","Asia and the Pacific","1920"
"Davida Allen","Museum of Modern Art",NA,"white","Asia and the Pacific","1950"
"Joan Altabe","Museum of Modern Art",NA,NA,NA,NA
"Gertrudes Altschul","Museum of Modern Art",NA,"hispanic","Europe","1900"
"Cuno Amiet","Museum of Modern Art","man",NA,"Europe","1870"
"Victor Ancona","Museum of Modern Art","man",NA,"North America","1910"
"Sergei Andrievskiy","Museum of Modern Art","man","white","Europe","1900"
"Thomas Annan","Museum of Modern Art","man","white","Europe","1830"
"Jean-Jacques Annaud","Museum of Modern Art","man","white","Europe","1940"
"Garo Antreasian","Museum of Modern Art","man","white","North America","1920"
"Jose Pereira Arouca","Museum of Modern Art","man",NA,"Europe",NA
"Korapat Arunanondchai","Museum of Modern Art","man","asian","Asia and the Pacific","1990"
"Terry Atkinson","Museum of Modern Art","man","white","Europe",NA
"Ralph Austin","Museum of Modern Art","man","white","North America","1910"
"Edward Avedisian","Museum of Modern Art","man",NA,"North America","1940"
"Umetaro Azechi","Museum of Modern Art","man","asian","Asia and the Pacific","1900"
"Vera Baker","Museum of Modern Art","woman","white","North America","1930"
"F.E. Baldauf","Museum of Modern Art",NA,NA,NA,NA
"Edd Baldry","Museum of Modern Art","man","white",NA,NA
"CACsar BaraA?ano","Museum of Modern Art","man",NA,NA,"1930"
"Alfredo Barbini","Museum of Modern Art","man","white","Europe","1910"
"Jill Baroff","Museum of Modern Art","woman","white","North America","1950"
"Gregory Bateson","Museum of Modern Art","man","white","Europe","1900"
"Wall Batterton","Museum of Modern Art","man","white",NA,"1930"
"Gary Batty","Museum of Modern Art","man","white","North America","1970"
"Milo Baughman","Museum of Modern Art","man","white","North America","1920"
"Marilyn Baum","Museum of Modern Art","woman","other",NA,"1940"
"Thelma Becherer","Museum of Modern Art","woman","white","North America","1920"
"Emile Benard","Museum of Modern Art","man","white","Europe","1870"
"Paul Berg","Museum of Modern Art","man","white","North America",NA
"Eugene Berman","Museum of Modern Art","man","white","Europe","1900"
"John Proctor Bishop","Museum of Modern Art","man",NA,NA,NA
"James Wallace Black","Museum of Modern Art","man",NA,"North America","1820"
"Simone Brangier Boas","Museum of Modern Art","woman","white","Europe","1900"
"Theodor Bogler","Museum of Modern Art","man","white","Europe","1900"
"Erwin Bohatsch","Museum of Modern Art","man","white","Europe","1950"
"A?douard Boubat","Museum of Modern Art","man","white","Europe","1920"
"Miguel Rio Branco","Museum of Modern Art","man",NA,NA,"1950"
"Frank Brangwyn","Museum of Modern Art","man","white","Europe","1870"
"Matthew Brannon","Museum of Modern Art","man","white","North America","1970"
"Marco Breuer","Museum of Modern Art","man","white","Europe","1970"
"Alexey Brodovitch","Museum of Modern Art","man","white","Europe","1900"
"William Bryant","Museum of Modern Art","man",NA,"North America","1950"
"Jan Brzekowski","Museum of Modern Art","man","white","Europe","1900"
"Gernot Bubenik","Museum of Modern Art","man","white","Europe","1940"
"Eleanore Bujatti","Museum of Modern Art",NA,"white",NA,"1920"
"Willi Bunkowski","Museum of Modern Art","man","white","Europe","1950"
"Larry Burrows","Museum of Modern Art","man","white","Europe","1930"
"Carel Adolph Lion Cachet","Museum of Modern Art","man","white","Europe","1860"
"Johanna Calle","Museum of Modern Art","woman","hispanic","Latin America and the Caribbean","1960"
"Paolo Canevari","Museum of Modern Art","man","white","Europe","1960"
"Alois Carigiet","Museum of Modern Art","man","white","Europe","1900"
"Dieudonne Cedor","Museum of Modern Art","man",NA,"Latin America and the Caribbean","1920"
"MartA-n Chambi","Museum of Modern Art","man","hispanic","Latin America and the Caribbean","1890"
"Alan Charlton","Museum of Modern Art","man","white","Europe","1950"
"Louisa Chase","Museum of Modern Art","woman","white",NA,"1950"
"Vasilii Chekrygin","Museum of Modern Art","man",NA,NA,"1900"
"Cliff Chi","Museum of Modern Art","man",NA,"North America","1960"
"Ha Chonghyun","Museum of Modern Art","man","asian","Asia and the Pacific","1940"
"Henry Churchill","Museum of Modern Art","man","white",NA,NA
"Hervey Parke Clark","Museum of Modern Art","man","white","North America","1890"
"John Clem Clarke","Museum of Modern Art","man","white","North America","1940"
"Louis De Clercq","Museum of Modern Art","man","white","Europe","1840"
"Donald Vincent Coale","Museum of Modern Art","man",NA,"North America","1910"
"StACphanie Cobigo","Museum of Modern Art","woman",NA,"Europe","1970"
"Gerald Coble","Museum of Modern Art","man",NA,NA,"1930"
"Charles Le Coeur","Museum of Modern Art","man","white","Europe","1830"
"Terence Conran","Museum of Modern Art","man","white",NA,"1930"
"Houston Conwill","Museum of Modern Art","man","black","North America","1950"
"John Cornish","Museum of Modern Art","man","white",NA,NA
"Charles Corte","Museum of Modern Art","man","white","North America","1910"
"Brian Crabtree","Museum of Modern Art","man",NA,"North America","1980"
"Konrad Cramer","Museum of Modern Art","man","white","Europe","1890"
"Jane Crawford","Museum of Modern Art","woman",NA,NA,NA
"M. Dabrokovski","Museum of Modern Art",NA,NA,NA,NA
"Adrien-Pierre Dalpayrat","Museum of Modern Art","man","white","Europe","1840"
"George Daub","Museum of Modern Art","man","white","North America","1900"
"James Edward Davis","Museum of Modern Art","man","white","North America","1900"
"Richard Davis","Museum of Modern Art","man","white","North America",NA
"Norm DeCarlo","Museum of Modern Art","man","white","North America","1950"
"Dimitri Devyatkin","Museum of Modern Art","man","white","North America","1950"
"L. Caccia Dominioni","Museum of Modern Art","man","white","Europe","1910"
"Thomas Downing","Museum of Modern Art","man","white","North America","1930"
"Arthur Drexler","Museum of Modern Art","man",NA,"North America",NA
"O. E. Dunlap","Museum of Modern Art",NA,NA,NA,NA
"Ludvik Durchanek","Museum of Modern Art","man","white","Europe","1900"
"Clint Eastwood","Museum of Modern Art","man","white","North America","1930"
"Cornelis van Eesteren","Museum of Modern Art","man","white","Europe","1900"
"Sogen Eguchi","Museum of Modern Art","man","asian","Asia and the Pacific","1920"
"Arthur Elton","Museum of Modern Art","man","white",NA,"1910"
"Emma Justine Farnsworth","Museum of Modern Art","woman","white","North America","1860"
"Lorser Feitelson","Museum of Modern Art","man","white","North America","1900"
"Eugene Feldman","Museum of Modern Art","man","white","North America","1920"
"LeA3n Ferrari","Museum of Modern Art","man","hispanic","Latin America and the Caribbean","1920"
"Robert Fichter","Museum of Modern Art","man","white","North America","1940"
"Hal Fiedler","Museum of Modern Art","man","white","North America","1920"
"Hans Fischli","Museum of Modern Art","man","white","Europe","1910"
"Robert Fisher","Museum of Modern Art","man","white","North America",NA
"Emmanuel FlACty","Museum of Modern Art","man","white","Europe","1980"
"Johannes Foersom","Museum of Modern Art","man","white","Europe",NA
"RubACn Fontana","Museum of Modern Art","man",NA,"Latin America and the Caribbean","1940"
"Yon Fook","Museum of Modern Art",NA,NA,NA,NA
"B. F. Ford","Museum of Modern Art",NA,NA,"North America",NA
"Samuel Fosso","Museum of Modern Art","man","black","Africa","1960"
"Gianfranco Frattini","Museum of Modern Art","man","white","Europe","1930"
"Michael Frederiksen","Museum of Modern Art","man","white","Europe","1970"
"Mark Freeman","Museum of Modern Art","man",NA,NA,"1910"
"Peter Freudenthal","Museum of Modern Art","man","white","Europe","1940"
"Susan Friedman","Museum of Modern Art","woman","white","North America","1940"
"Antonio CaA?avate GA3mez","Museum of Modern Art","man","hispanic","Europe","1900"
"Dora Gad","Museum of Modern Art","woman",NA,"Europe","1910"
"Diamanda GalA!s","Museum of Modern Art",NA,NA,NA,NA
"Ellen Gallagher","Museum of Modern Art","woman","white","North America","1960"
"Paolo Gasparini","Museum of Modern Art","man",NA,NA,"1930"
"Mrs. W.M. Gatch","Museum of Modern Art","woman",NA,NA,NA
"William Gedney","Museum of Modern Art","man","white","North America","1930"
"Erich Gehre","Museum of Modern Art","man","white","Europe","1890"
"Robert Genin","Museum of Modern Art","man","white","Europe","1880"
"Karl Gerstner","Museum of Modern Art","man","white","Europe","1930"
"Andrea Geyer","Museum of Modern Art",NA,"white","Europe","1970"
"Henry Glass","Museum of Modern Art","man","white","Europe","1910"
